Mass (kg),r_cg_x (mm),r_cg_y (mm),r_cg_z (mm),Ixx (kg mm2),Iyx (kg mm2),Iyy (kg mm2),Izx (kg mm2),Izy (kg mm2),Izz (kg mm2)
46068.834,-11972.521,-0.179,-0.496,7.01E+10,-1.31E+08,7.37E+12,-406601728.7,65249327.09,7.43E+12
