,Ixx,Iyx,Iyy,Izx,Izy,Izz
0,-6.374961915678721e-16,1.3235205401276188e-21,3.554767488954875e-15,5.437627267720052e-22,0.0,3.554767488954875e-15
1,1.3305983774179217e-12,-2.8935116809059988e-18,-8.45349153453269e-12,-1.218511443815372e-18,0.0,-8.45349153453269e-12
2,-1.2113209943050418e-09,2.729213084014626e-15,8.519873498621713e-09,1.1819747202409066e-15,0.0,8.519873498621713e-09
3,6.296539861380133e-07,-1.4585588025741506e-12,-4.812186985808438e-06,-6.516573439278339e-13,0.0,-4.812186985808438e-06
4,-0.00020707848818981615,4.891520821511706e-10,0.0016912450170952602,2.2605555680855192e-10,0.0,0.0016912450170952602
5,0.04540937373062083,-1.0880460031938262e-07,-0.39213166614998474,-5.211206732285741e-08,0.0,-0.39213166614998474
6,-7.221607563849489,1.7141657688128433e-05,63.58807411002182,8.514409200650334e-06,0.0,63.58807411002182
7,971.1840851475972,-0.002689709927226601,-10841.936755600818,-0.0013839763936346983,0.0,-10841.936755600818
8,28104.814260882256,0.4364753720012569,6572571.311538334,0.22777604167789503,0.0,6572571.311538334
9,-76934.19242463274,0.19893402148420083,751943.7050990264,0.10737507305933024,0.0,751943.7050990264
