,Ixx,Iyx,Iyy,Izx,Izy,Izz
0,-2.015653470153035e-31,2.57411685559097e-40,1.8763204992111268e-29,1.6611562252673064e-41,0.0,1.8763204992111268e-29
1,9.008310143720537e-27,-8.941786852113854e-36,-8.185687652825302e-25,-6.501063632896039e-37,0.0,-8.185687652825302e-25
2,-1.750483777652672e-22,1.2220638337768786e-31,1.5443244568784924e-20,1.0800514409992262e-32,0.0,1.5443244568784924e-20
3,1.9411012178498835e-18,-7.854796498912567e-28,-1.6486525343212645e-16,-9.945153042108219e-29,0.0,-1.6486525343212645e-16
4,-1.3550590631185662e-14,1.7466529148170567e-24,1.0929587931977708e-12,5.561273925908785e-25,0.0,1.0929587931977708e-12
5,6.195515852595762e-11,6.581267239918823e-21,-4.639290357176787e-09,-1.9464062376124473e-21,0.0,-4.639290357176787e-09
6,-1.870151875141374e-07,-5.106096694704121e-17,1.251406152801086e-05,4.237588531801538e-18,0.0,1.251406152801086e-05
7,0.0003664909412076254,1.2642205328593182e-13,-0.02052580211967441,-5.514513439395427e-15,0.0,-0.02052580211967441
8,-0.44608651780457564,-1.3853868392978465e-10,18.801656937457963,3.939089102618034e-12,0.0,18.801656937457963
9,309.93429475482844,6.347539805278898e-08,-16267.780985019395,-1.3150208733256195e-09,0.0,-16267.780985019395
10,104776.41212225244,-5.377016291591292e-05,163195131.859351,1.5723548556848378e-07,0.0,163195131.859351
11,-1707384.1701828127,0.0008009426267255532,15477325.214981455,-2.8129346131747263e-06,0.0,15477325.214981455
